Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,86904,Pendidikan Profesi Guru,Aktif,Profesi,Baik Sekali,64,5,0,5,703,1:10.98
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,87201,Pendidikan Sejarah,Aktif,S1,Unggul,16,8,0,8,564,1:35.25
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,61406,Perbankan dan Keuangan,Aktif,D3,B,21,15,3,18,514,1:24.48
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,61318,Perbankan dan Keuangan Digital,Aktif,D4,Baik,0,0,0,0,0,-
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,49202,Sains Data,Aktif,S1,-,0,0,0,0,0,-
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,57201,Sistem Informasi,Aktif,S1,Baik Sekali,16,7,1,8,142,1:8.88
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,20201,Teknik Elektro,Aktif,S1,Baik Sekali,20,11,2,13,402,1:20.1
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,22201,Teknik Sipil,Aktif,S1,Baik,19,18,1,19,497,1:26.16
Universitas Siliwangi,-,Jenjang,"1
dari
8",Genap 2023,41223,Teknologi Pangan dan Hasil Pertanian,Aktif,S1,-,17,4,0,4,29,1:1.71
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,54201,Agribisnis,Aktif,S1,Baik Sekali,52,18,0,18,667,1:12.83
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,54101,Agribisnis,Aktif,S2,Baik Sekali,10,5,0,5,22,1:2.2
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,54211,Agroteknologi,Aktif,S1,Baik Sekali,43,15,0,15,568,1:13.21
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,54111,Agroteknologi,Aktif,S2,Baik,9,5,0,5,36,1:4
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,62201,Akuntansi,Aktif,S1,Baik Sekali,35,18,1,19,1176,1:33.6
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,60201,Ekonomi Pembangunan,Aktif,S1,Baik Sekali,34,15,1,16,1113,1:32.74
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,60202,Ekonomi Syari'ah,Aktif,S1,B,21,11,0,11,653,1:31.1
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,13211,Gizi,Aktif,S1,Baik Sekali,20,14,0,14,452,1:22.6
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,61001,Ilmu Manajemen,Aktif,S3,Baik,0,5,0,5,0,-
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,54001,Ilmu Pertanian,Aktif,S3,Terakreditasi Sementara,0,5,0,5,0,-
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,67201,Ilmu Politik,Aktif,S1,B,19,18,0,18,731,1:38.47
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,55201,Informatika,Aktif,S1,Baik Sekali,26,18,2,20,746,1:28.69
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,13201,Kesehatan Masyarakat,Aktif,S1,Baik Sekali,18,13,0,13,752,1:41.78
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,61201,Manajemen,Aktif,S1,Baik Sekali,35,22,0,22,1564,1:44.69
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,61101,Manajemen,Aktif,S2,Baik Sekali,10,7,0,7,222,1:22.2
Universitas Siliwangi,-,Jenjang,"1
dari
8",Ganjil 2023,80206,Manajemen Mutu Halal,Aktif,S1,Terakreditasi Sementara,0,5,0,5,0,-
