nama_universitas,kode_pt,status_pt_univ,akreditasi_pt_univ,tahun_pelaporan,kode_prodi,nama_program_studi,status_prodi,jenjang,akreditasi_prodi,jumlah_dosen_penghitung_rasio,dosen_tetap,dosen_tidak_tetap,total_dosen,jumlah_mahasiswa,rasio_dosen_mahasiswa
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,14401,Keperawatan,Aktif,D3,Baik Sekali,27,11,0,11,243,1:9
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,47201,Kimia,Aktif,S1,Baik,14,12,0,12,158,1:11.29
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,61101,Manajemen,Aktif,S2,Baik Sekali,15,6,0,6,70,1:4.67
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,61201,Manajemen,Aktif,S1,Baik Sekali,48,24,0,24,887,1:18.48
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,54242,Manajemen Sumber Daya Perairan,Aktif,S1,Baik Sekali,18,11,0,11,274,1:15.22
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,44201,Matematika,Aktif,S1,Baik,19,10,0,10,222,1:11.68
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,88226,Pendidikan Bahasa Indonesia,Aktif,S1,Terakreditasi Pertama,0,7,0,7,0,-
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,88203,Pendidikan Bahasa Inggris,Aktif,S1,Terakreditasi Pertama,0,9,0,9,0,-
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,87258,Pendidikan Pancasila dan Kewarganegaraan,Aktif,S1,Terakreditasi Pertama,0,10,0,10,0,-
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,11903,Pendidikan Profesi Dokter,Aktif,Profesi,Baik,0,0,5,5,0,-
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,21409,Perancangan Mekanik,Tutup,D3,-,0,0,0,0,0,-
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,35201,Perencanaan Wilayah dan Kota,Aktif,S1,Baik,22,9,0,9,241,1:10.95
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,54442,Perikanan,Tutup,D3,-,0,0,0,0,0,-
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,54246,Perikanan Tangkap,Aktif,S1,Baik,13,8,0,8,95,1:7.31
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,79213,Sastra Inggris,Aktif,S1,Baik,26,16,0,16,341,1:13.12
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,69201,Sosiologi,Aktif,S1,B,32,16,1,17,539,1:16.84
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,20201,Teknik Elektro,Aktif,S1,Baik,21,13,0,13,426,1:20.29
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,21201,Teknik Mesin,Aktif,S1,Baik Sekali,17,9,0,9,293,1:17.24
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,31201,Teknik Pertambangan,Aktif,S1,Baik,25,9,0,9,332,1:13.28
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,22201,Teknik Sipil,Aktif,S1,Baik,23,11,0,11,367,1:15.96
Universitas Bangka Belitung,-,Jenjang,"1
dari
8",Ganjil 2025,59201,Teknologi Informasi,Aktif,S1,Baik,25,7,0,7,249,1:9.96
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,86104,Administrasi Pendidikan,Aktif,S2,Unggul,9,5,0,5,129,1:14.33
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,61401,Administrasi Perkantoran,Tutup,D3,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,63101,Administrasi Publik,Aktif,S2,Baik Sekali,8,5,0,5,115,1:14.38
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,63201,Administrasi Publik,Aktif,S1,B,22,13,0,13,438,1:19.91
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,54201,Agribisnis,Aktif,S1,A,51,23,0,23,549,1:10.76
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,54101,Agribisnis,Aktif,S2,B,14,5,0,5,42,1:3
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,54401,Agrobisnis,Tutup,D3,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,54111,Agroekoteknologi,Aktif,S2,Baik Sekali,17,5,0,5,27,1:1.59
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,54211,Agroekoteknologi,Aktif,S1,Unggul,42,22,0,22,569,1:13.55
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,62201,Akuntansi,Aktif,S1,Unggul,51,19,0,19,779,1:15.27
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,62401,Akuntansi,Aktif,D3,A,39,5,0,5,117,1:3
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,62101,Akuntansi,Aktif,S2,Unggul,16,7,0,7,110,1:6.88
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,23201,Arsitektur,Aktif,S1,B,14,10,0,10,211,1:15.07
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,79402,Bahasa Inggris,Tutup,D3,B,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,86201,Bimbingan dan Konseling,Aktif,S1,B,24,12,0,12,372,1:15.5
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,46201,Biologi,Aktif,S1,B,26,20,0,20,271,1:10.42
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,46101,Biologi,Aktif,S2,Baik Sekali,10,5,0,5,24,1:2.4
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,60001,Ekonomi,Aktif,S3,Unggul,11,5,0,5,18,1:1.64
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,60201,Ekonomi Pembangunan,Aktif,S1,Unggul,45,24,0,24,389,1:8.64
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,63102,Ekonomi Terapan,Aktif,S2,B,16,7,0,7,53,1:3.31
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,48201,Farmasi,Aktif,S1,Baik Sekali,27,19,0,19,354,1:13.11
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,48401,Farmasi,Aktif,D3,Baik Sekali,18,12,0,12,419,1:23.28
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,45201,Fisika,Aktif,S1,B,17,11,0,11,97,1:5.71
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,33201,Geofisika,Aktif,S1,Baik,20,8,0,8,224,1:11.2
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,74005,Hukum,Aktif,S3,Terakreditasi Sementara,6,4,0,4,16,1:2.67
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,74101,Hukum,Aktif,S2,Baik Sekali,17,5,0,5,131,1:7.71
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,74201,Hukum,Aktif,S1,Unggul,43,59,0,59,613,1:14.26
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,63101,Ilmu Administrasi,Alih Bentuk,S2,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,54241,Ilmu Kelautan,Aktif,S1,B,23,17,0,17,328,1:14.26
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,70101,Ilmu Komunikasi,Aktif,S2,B,12,6,0,6,70,1:5.83
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,70201,Ilmu Komunikasi,Aktif,S1,Unggul,27,9,0,9,543,1:20.11
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,95201,Ilmu Lingkungan,Aktif,S1,Terakreditasi Sementara,18,6,0,6,85,1:4.72
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,71201,Ilmu Perpustakaan,Alih Bentuk,S1,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,54001,Ilmu Pertanian,Aktif,S3,Baik Sekali,20,6,0,6,26,1:1.3
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,54294,Ilmu Tanah,Aktif,S1,B,34,14,0,14,187,1:5.5
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,55201,Informatika,Aktif,S1,Baik Sekali,27,10,0,10,632,1:23.41
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,70202,Jurnalistik,Aktif,S1,B,31,8,0,8,415,1:13.39
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,70402,Jurnalistik,Tutup,D3,Baik,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,15201,Kebidanan,Aktif,S1,-,0,5,0,5,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,15401,Kebidanan,Aktif,D3,Baik Sekali,23,11,0,11,358,1:15.57
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,11201,Kedokteran,Aktif,S1,Baik Sekali,39,29,0,29,280,1:7.18
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,54251,Kehutanan,Aktif,S1,B,27,20,0,20,483,1:17.89
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,74102,Kenotariatan,Aktif,S2,Baik Sekali,8,5,0,5,58,1:7.25
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,14401,Keperawatan,Aktif,D3,Baik Sekali,24,19,0,19,262,1:10.92
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,72201,Kesejahteraan Sosial,Aktif,S1,A,18,11,0,11,362,1:20.11
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,72101,Kesejahteraan Sosial,Aktif,S2,B,7,5,0,5,22,1:3.14
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,47102,Kimia,Aktif,S2,Unggul,12,6,0,6,11,1:0.92
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,47201,Kimia,Aktif,S1,Baik Sekali,30,17,0,17,240,1:8
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,45402,Laboratorium Sains,Aktif,D3,B,25,9,0,9,126,1:5.04
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,79006,Linguistik Terapan,Aktif,S3,Baik,6,5,0,5,29,1:4.83
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,61001,Manajemen,Aktif,S3,Unggul,14,5,0,5,47,1:3.36
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,61201,Manajemen,Aktif,S1,Unggul,51,17,0,17,927,1:18.18
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,61101,Manajemen,Aktif,S2,Unggul,16,7,0,7,172,1:10.75
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,44201,Matematika,Aktif,S1,B,18,12,0,12,186,1:10.33
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,54240,Nutrisi dan Teknologi Pakan Ternak,Aktif,S1,Terakreditasi Sementara,10,6,0,6,10,1:1
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,88001,Pendidikan,Aktif,S3,Unggul,20,5,0,5,78,1:3.9
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,88101,Pendidikan Bahasa Indonesia,Aktif,S2,Unggul,12,5,0,5,39,1:3.25
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,88201,Pendidikan Bahasa Indonesia,Aktif,S1,Unggul,35,16,0,16,549,1:15.69
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,88203,Pendidikan Bahasa Inggris,Aktif,S1,B,50,25,0,25,557,1:11.14
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,88103,Pendidikan Bahasa Inggris,Aktif,S2,Unggul,6,5,0,5,99,1:16.5
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,84205,Pendidikan Biologi,Aktif,S1,Unggul,29,13,0,13,321,1:11.07
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,86122,Pendidikan Dasar,Aktif,S2,Unggul,10,5,0,5,58,1:5.8
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,84203,Pendidikan Fisika,Aktif,S1,Unggul,27,12,0,12,201,1:7.44
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,86207,Pendidikan Guru Pendidikan Anak Usia Dini,Aktif,S1,B,27,15,0,15,266,1:9.85
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,86206,Pendidikan Guru Sekolah Dasar,Aktif,S1,Unggul,34,20,0,20,700,1:20.59
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,84101,Pendidikan IPA,Aktif,S2,Unggul,11,5,0,5,50,1:4.55
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,84206,Pendidikan IPA,Aktif,S1,Baik,28,10,0,10,291,1:10.39
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,85201,Pendidikan Jasmani,Aktif,S1,B,25,14,0,14,432,1:17.28
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,84204,Pendidikan Kimia,Aktif,S1,B,25,13,0,13,250,1:10
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,84202,Pendidikan Matematika,Aktif,S1,B,37,13,0,13,346,1:9.35
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,84102,Pendidikan Matematika,Aktif,S2,Baik Sekali,8,6,0,6,43,1:5.38
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,86205,Pendidikan Nonformal,Aktif,S1,Unggul,26,14,0,14,217,1:8.35
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,15903,Pendidikan Profesi Bidan,Aktif,Profesi,-,0,5,0,5,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,11901,Pendidikan Profesi Dokter,Aktif,Profesi,Baik Sekali,11,8,14,22,240,1:21.82
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,86904,Pendidikan Profesi Guru,Aktif,Profesi,A,0,7,0,7,9184,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,86902,Pendidikan Profesi Guru SD,Tutup,Profesi,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,95001,Pengelolaan Sumber Daya Alam,Aktif,S3,Baik Sekali,13,6,0,6,16,1:1.23
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,95101,Pengelolaan Sumber Daya Alam,Aktif,S2,Baik Sekali,19,5,0,5,59,1:3.11
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,54221,Penyuluhan Pertanian,Aktif,S1,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,95103,Perencanaan Pembangunan,Alih Bentuk,S2,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,71401,Perpustakaan,Tutup,D3,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,71202,Perpustakaan dan Sains Informasi,Aktif,S1,B,15,8,0,8,327,1:21.8
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,54231,Peternakan,Aktif,S1,Unggul,25,14,0,14,456,1:18.24
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,54295,Proteksi Tanaman,Aktif,S1,B,26,14,0,14,195,1:7.5
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,86277,PSKGJ Pendidikan Anak Usia Dini (PAUD),Tutup,S1,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,88271,PSKGJ Pendidikan Bahasa dan Sastra Indonesia dan Daerah,Tutup,S1,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,88273,PSKGJ Pendidikan Bahasa Inggris,Tutup,S1,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,84275,PSKGJ Pendidikan Biologi,Tutup,S1,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,84273,PSKGJ Pendidikan Fisika,Tutup,S1,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,86276,PSKGJ Pendidikan Guru Sekolah Dasar,Tutup,S1,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,84274,PSKGJ Pendidikan Kimia,Tutup,S1,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,86275,PSKGJ Pendidikan Luar Sekolah (PLS),Tutup,S1,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,84272,PSKGJ Pendidikan Matematika,Tutup,S1,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,54223,Sains Perikanan,Aktif,S1,Terakreditasi Sementara,7,6,0,6,13,1:1.86
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,63412,Sekretari,Alih Bentuk,D3,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,57201,Sistem Informasi,Aktif,S1,Baik Sekali,25,12,0,12,391,1:15.64
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,69201,Sosiologi,Aktif,S1,B,21,8,0,8,376,1:17.9
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,49201,Statistika,Aktif,S1,Unggul,18,14,0,14,234,1:13
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,49101,Statistika,Aktif,S2,Baik Sekali,8,5,0,5,17,1:2.13
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,20201,Teknik Elektro,Aktif,S1,Baik Sekali,19,17,0,17,424,1:22.32
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,26201,Teknik Industri,Aktif,S1,Terakreditasi Pertama,0,5,0,5,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,21103,Teknik Mesin,Aktif,S2,Baik,6,6,0,6,9,1:1.5
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,21201,Teknik Mesin,Aktif,S1,Baik Sekali,17,10,0,10,453,1:26.65
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,22101,Teknik Sipil,Aktif,S2,Baik,6,5,0,5,22,1:3.67
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,22201,Teknik Sipil,Aktif,S1,B,27,13,0,13,559,1:20.7
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,41211,Teknologi Industri Pertanian,Aktif,S1,B,25,23,0,23,546,1:21.84
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,54446,Teknologi Pemanfaatan Sumber Daya Kelautan,Tutup,D3,-,0,0,0,0,0,-
Universitas Bengkulu,-,Jenjang,"1
dari
22",Ganjil 2025,86103,Teknologi Pendidikan,Aktif,S2,Unggul,14,5,0,5,210,1:15
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,63411,Administrasi Perkantoran,Aktif,D3,-,0,0,0,0,202,-
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,62101,Akuntansi,Aktif,S2,-,10,6,0,6,207,1:20.7
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,62201,Akuntansi,Aktif,S1,B,57,31,0,31,2238,1:39.26
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,82101,Antropologi,Aktif,S2,B,0,5,0,5,81,-
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,82201,Antropologi Sosial,Aktif,S1,Unggul,22,19,0,19,694,1:31.55
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,86201,Bimbingan Dan Konseling,Aktif,S1,B,14,6,0,6,561,1:40.07
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,86101,Bimbingan dan Konseling,Aktif,S2,-,0,0,0,0,6,-
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,46101,Biologi,Aktif,S2,Unggul,10,6,0,6,26,1:2.6
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,46201,Biologi,Aktif,S1,Unggul,34,18,1,19,574,1:16.88
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,60201,Ekonomi Pembangunan,Aktif,S1,Baik Sekali,36,23,0,23,1571,1:43.64
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,48201,Farmasi,Aktif,S1,Baik Sekali,24,16,0,16,604,1:25.17
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,45201,Fisika,Aktif,S1,Unggul,18,15,0,15,57,1:3.17
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,33201,Geofisika,Aktif,S1,Baik Sekali,17,9,0,9,156,1:9.18
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,64201,Hubungan Internasional,Aktif,S1,Baik,17,17,0,17,997,1:58.65
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,64202,Hubungan Internasional (Kampus Kabupaten Biak),Aktif,S1,-,3,0,0,0,11,1:3.67
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,63201,Ilmu Administrasi Negara,Aktif,S1,Terakreditasi,24,10,0,10,1047,1:43.63
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,63102,Ilmu Administrasi Publik,Aktif,S2,Baik,17,5,0,5,98,1:5.76
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,60001,Ilmu Ekonomi,Aktif,S3,Baik Sekali,5,8,0,8,46,1:9.2
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,60101,Ilmu Ekonomi,Aktif,S2,Baik Sekali,7,3,0,3,158,1:22.57
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,74101,Ilmu Hukum,Aktif,S2,B,23,4,0,4,133,1:5.78
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,74201,Ilmu Hukum,Aktif,S1,B,76,79,0,79,3147,1:41.41
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,54241,Ilmu Kelautan,Aktif,S1,Baik Sekali,27,11,0,11,141,1:5.22
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,54278,Ilmu Kelautan (Kampus Kabupaten Biak Numfor),Aktif,S1,-,0,0,0,0,0,-
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,89201,Ilmu Keolahragaan,Aktif,S1,Unggul,32,18,0,18,645,1:20.16
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,14201,Ilmu Keperawatan,Aktif,S1,Baik Sekali,28,9,0,9,711,1:25.39
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,13101,Ilmu Kesehatan Masyarakat,Aktif,S2,Baik Sekali,13,5,0,5,254,1:19.54
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,13201,Ilmu Kesehatan Masyarakat,Aktif,S1,Baik Sekali,66,59,0,59,3905,1:59.17
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,72201,Ilmu Kesejahteraan Sosial,Aktif,S1,Baik Sekali,18,10,0,10,561,1:31.17
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,61001,Ilmu Manajemen,Aktif,S3,B,8,5,0,5,73,1:9.13
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,65201,Ilmu Pemerintahan,Aktif,S1,Baik Sekali,18,11,0,11,1324,1:73.56
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,54247,Ilmu Perikanan,Aktif,S1,Baik,35,12,0,12,196,1:5.6
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,71201,Ilmu Perpustakaan,Aktif,S1,Baik,14,8,0,8,153,1:10.93
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,68001,Ilmu Sosial,Aktif,S3,B,19,7,0,7,118,1:6.21
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,63101,Kebijakan Publik,Aktif,S2,B,13,3,0,3,61,1:4.69
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,14401,Keperawatan,Aktif,D3,-,0,0,0,0,1,-
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,61107,Keuangan Daerah,Aktif,S2,B,19,3,0,3,72,1:3.79
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,47201,Kimia,Aktif,S1,Unggul,23,17,0,17,110,1:4.78
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,61201,Manajemen,Aktif,S1,Baik Sekali,42,31,0,31,2166,1:51.57
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,61101,Manajemen,Aktif,S2,Baik Sekali,14,4,0,4,185,1:13.21
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,61208,Manajemen Administrasi Perkantoran,Aktif,S1,Baik,15,7,0,7,872,1:58.13
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,61105,Manajemen Koperasi,Aktif,S2,Baik,8,4,0,4,7,1:0.88
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,86231,Manajemen Pendidikan,Aktif,S1,Baik Sekali,21,13,0,13,279,1:13.29
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,86104,Manajemen Pendidikan,Aktif,S2,Baik Sekali,9,4,0,4,130,1:14.44
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,44201,Matematika,Aktif,S1,Baik Sekali,16,15,0,15,110,1:6.88
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,93207,Pariwisata,Aktif,S1,-,8,0,0,0,21,1:2.63
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,88201,Pendidikan Bahasa Dan Sastra Indonesia,Aktif,S1,Baik Sekali,13,7,0,7,719,1:55.31
