nama_universitas,kode_pt,status_pt_univ,akreditasi_pt_univ,tahun_pelaporan,kode_prodi,nama_program_studi,status_prodi,jenjang,akreditasi_prodi,jumlah_dosen_penghitung_rasio,dosen_tetap,dosen_tidak_tetap,total_dosen,jumlah_mahasiswa,rasio_dosen_mahasiswa
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,88101,Pendidikan Bahasa Dan Sastra Indonesia,Aktif,S2,Baik,5,1,0,1,22,1:4.4
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,88203,Pendidikan Bahasa Inggris,Aktif,S1,Unggul,19,13,0,13,598,1:31.47
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,88103,Pendidikan Bahasa Inggris,Aktif,S2,Baik Sekali,5,3,0,3,29,1:5.8
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,84205,Pendidikan Biologi,Aktif,S1,B,25,17,0,17,434,1:17.36
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,86122,Pendidikan Dasar,Aktif,S2,Baik Sekali,10,4,0,4,118,1:11.8
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,11201,Pendidikan Dokter,Aktif,S1,Baik Sekali,34,36,0,36,603,1:17.74
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,84203,Pendidikan Fisika,Aktif,S1,Baik Sekali,21,12,0,12,99,1:4.71
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,87202,Pendidikan Geografi,Aktif,S1,B,16,10,0,10,541,1:33.81
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,86207,Pendidikan Guru Pendidikan Anak Usia Dini,Aktif,S1,Baik Sekali,14,8,0,8,351,1:25.07
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,86206,Pendidikan Guru Sekolah Dasar,Aktif,S1,Unggul,49,20,0,20,3183,1:64.96
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,87120,Pendidikan Ilmu Pengetahuan Sosial,Aktif,S2,-,0,0,0,0,0,-
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,84101,Pendidikan IPA,Aktif,S2,Baik Sekali,10,4,0,4,31,1:3.1
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,85201,"Pendidikan Jasmani, Kesehatan & Rekreasi",Aktif,S1,Baik Sekali,16,11,0,11,823,1:51.44
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,85202,Pendidikan Kepelatihan Olahraga,Aktif,S1,Baik,27,12,0,12,263,1:9.74
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,87105,Pendidikan Kewarganegaraan,Aktif,S2,Baik,0,2,0,2,0,-
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,84204,Pendidikan Kimia,Aktif,S1,Baik Sekali,21,11,0,11,89,1:4.24
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,84102,Pendidikan Matematika,Aktif,S2,Baik,9,5,0,5,19,1:2.11
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,84202,Pendidikan Matematika,Aktif,S1,Baik Sekali,19,9,0,9,207,1:10.89
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,85101,Pendidikan Olahraga,Aktif,S2,Unggul,4,5,0,5,14,1:3.5
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,87205,Pendidikan Pancasila Dan Kewarganegaraan,Aktif,S1,Baik Sekali,15,9,0,9,430,1:28.67
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,86904,Pendidikan Profesi Guru,Aktif,Profesi,Baik,0,5,0,5,2520,-
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,87201,Pendidikan Sejarah,Aktif,S1,Baik Sekali,13,9,0,9,324,1:24.92
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,95101,Pengelolaan Sumberdaya Alam dan Lingkungan,Aktif,S2,B,6,4,0,4,39,1:6.5
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,95125,Perencanaan Wilayah dan Kota,Aktif,S2,Baik,9,2,0,2,55,1:6.11
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,86209,PJJ Pendidikan Guru Sekolah Dasar,Aktif,S1,-,0,0,0,0,32,-
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,35201,Planologi,Aktif,S1,Baik,15,15,0,15,390,1:26
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,11901,Profesi Dokter,Aktif,Profesi,Baik Sekali,30,11,0,11,574,1:19.13
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,14901,Profesi Ners,Aktif,Profesi,Baik Sekali,15,11,0,11,59,1:3.93
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,73201,Psikologi,Aktif,S1,-,0,0,0,0,0,-
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,86276,PSKGJ Pendidikan Guru Sekolah Dasar(PGSD),Tutup,S1,-,0,0,0,0,0,-
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,87271,PSKGJ Pendidikan Sejarah,Tutup,S1,-,0,0,0,0,0,-
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,21101,Rekayasa Energi Terbarukan,Aktif,S2,-,14,5,0,5,13,1:0.93
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,57201,Sistem Informasi,Aktif,S1,Baik Sekali,9,8,0,8,516,1:57.33
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,69201,Sosiologi,Aktif,S1,Baik,23,12,0,12,74,1:3.22
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,69101,Sosiologi,Aktif,S2,Baik Sekali,7,3,0,3,29,1:4.14
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,49201,Statistika,Aktif,S1,Baik,19,12,0,12,143,1:7.53
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,20201,Teknik Elektro,Aktif,S1,Baik Sekali,18,9,0,9,1045,1:58.06
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,20401,Teknik Elektronika,Aktif,D3,Baik,13,5,0,5,107,1:8.23
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,33201,Teknik Geofisika,Alih Bentuk,S1,-,0,0,0,0,0,-
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,34201,Teknik Geologi,Aktif,S1,Baik,12,6,0,6,166,1:13.83
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,21201,Teknik Mesin,Aktif,S1,Baik Sekali,20,11,0,11,738,1:36.9
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,21401,Teknik Mesin,Aktif,D3,Baik,16,4,0,4,398,1:24.88
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,31401,Teknik Mineral,Aktif,D3,Baik,16,5,0,5,640,1:40
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,31201,Teknik Pertambangan,Aktif,S1,Baik Sekali,22,7,0,7,1090,1:49.55
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,22101,Teknik Sipil,Aktif,S2,Baik,12,4,0,4,58,1:4.83
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,22401,Teknik Sipil,Aktif,D3,Baik,18,9,0,9,489,1:27.17
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,22201,Teknik Sipil,Aktif,S1,B,27,14,0,14,949,1:35.15
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,20405,Teknologi Listrik,Aktif,D3,-,0,0,0,0,0,-
Universitas Cenderawasih,-,Jenjang,"1
dari
19",Ganjil 2025,41221,Teknologi Pangan,Aktif,S1,Baik,31,9,0,9,54,1:1.74
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,63211,Administrasi Bisnis,Aktif,S1,B,62,23,2,25,809,1:13.05
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,95105,Administrasi Pembangunan,Aktif,S2,B,29,7,0,7,97,1:3.34
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54101,Agribisnis,Aktif,S2,Unggul,0,6,0,6,55,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54201,Agribisnis,Aktif,S1,Unggul,51,25,1,26,473,1:9.27
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54245,Agrobisnis Perikanan,Aktif,S1,Baik Sekali,38,17,1,18,256,1:6.74
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54104,Agronomi,Aktif,S2,Unggul,0,6,0,6,31,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54211,Agroteknologi,Aktif,S1,Unggul,55,24,0,24,398,1:7.24
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,62101,Akuntansi,Aktif,S2,Baik Sekali,19,6,0,6,87,1:4.58
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,62201,Akuntansi,Aktif,S1,Baik Sekali,71,26,0,26,1164,1:16.39
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,82101,Antropologi,Aktif,S2,-,0,6,0,6,0,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,82201,Antropologi,Aktif,S1,-,31,17,1,18,537,1:17.32
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,81201,Arkeologi,Aktif,S1,-,29,8,0,8,259,1:8.93
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,23201,Arsitektur,Aktif,S1,Baik Sekali,50,30,0,30,491,1:9.82
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,86201,Bimbingan dan Konseling,Aktif,S1,B,26,16,0,16,538,1:20.69
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,46201,Biologi,Aktif,S1,Baik Sekali,36,15,0,15,387,1:10.75
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54207,Bioteknologi,Aktif,S1,Unggul,33,9,0,9,344,1:10.42
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54243,Budidaya Perairan,Aktif,S1,Baik Sekali,47,15,0,15,158,1:3.36
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,60201,Ekonomi Pembangunan,Aktif,S1,Unggul,72,29,1,30,1506,1:20.92
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,48101,Farmasi,Aktif,S2,-,14,6,0,6,53,1:3.79
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,48201,Farmasi,Aktif,S1,Unggul,52,28,0,28,1166,1:22.42
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,45101,Fisika,Aktif,S2,-,13,6,0,6,14,1:1.08
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,45201,Fisika,Aktif,S1,Unggul,31,14,1,15,275,1:8.87
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,51201,Geografi,Aktif,S1,Baik Sekali,21,13,0,13,363,1:17.29
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,51101,Geografi,Aktif,S2,Baik Sekali,18,6,0,6,25,1:1.39
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,13211,Gizi,Aktif,S1,Baik,21,10,0,10,384,1:18.29
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,74101,Hukum,Aktif,S2,B,25,6,0,6,328,1:13.12
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,63201,Ilmu Administrasi Negara,Aktif,S1,Baik Sekali,64,25,0,25,769,1:12.02
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,60101,Ilmu Ekonomi,Aktif,S2,Baik Sekali,25,5,0,5,65,1:2.6
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,60001,Ilmu Ekonomi,Aktif,S3,Baik Sekali,15,5,0,5,38,1:2.53
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,74201,Ilmu Hukum,Aktif,S1,A,90,59,5,64,2114,1:23.49
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54241,Ilmu Kelautan,Aktif,S1,-,43,14,0,14,282,1:6.56
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,89201,Ilmu Keolahragaan,Aktif,S1,Baik,36,7,0,7,484,1:13.44
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,72201,Ilmu Kesejahteraan Sosial,Aktif,S1,A,43,17,0,17,657,1:15.28
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,59202,Ilmu Komputer,Aktif,S1,Baik Sekali,22,13,0,13,391,1:17.77
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,70201,Ilmu Komunikasi,Aktif,S1,A,59,26,0,26,812,1:13.76
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,25201,Ilmu Lingkungan,Aktif,S1,Baik Sekali,42,24,0,24,671,1:15.98
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,61001,Ilmu Manajemen,Aktif,S3,Unggul,37,5,0,5,338,1:9.14
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,61101,Ilmu Manajemen,Aktif,S2,Baik Sekali,30,8,0,8,108,1:3.6
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,65201,Ilmu Pemerintahan,Aktif,S1,Baik Sekali,44,10,2,12,695,1:15.8
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54148,Ilmu Perikanan,Aktif,S2,Unggul,20,6,0,6,61,1:3.05
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54001,Ilmu Pertanian,Aktif,S3,Unggul,24,5,0,5,93,1:3.88
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,67201,Ilmu Politik,Aktif,S1,B,48,12,0,12,657,1:13.69
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,80201,Ilmu Sejarah,Aktif,S1,Baik Sekali,29,13,0,13,520,1:17.93
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54294,Ilmu Tanah,Aktif,S1,Unggul,30,12,0,12,247,1:8.23
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,70202,Jurnalistik,Aktif,S1,Baik Sekali,59,17,0,17,603,1:10.22
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,95127,Kajian Budaya,Aktif,S2,Baik Sekali,21,4,1,5,28,1:1.33
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,11201,Kedokteran,Aktif,S1,Baik Sekali,43,29,2,31,605,1:14.07
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,88102,Keguruan Bahasa,Aktif,S2,B,9,5,0,5,47,1:5.22
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54251,Kehutanan,Aktif,S1,Baik Sekali,49,28,0,28,696,1:14.2
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,14201,Keperawatan,Aktif,S1,Baik,26,8,0,8,197,1:7.58
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,13201,Kesehatan Masyarakat,Aktif,S1,Unggul,68,37,3,40,1510,1:22.21
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,13101,Kesehatan Masyarakat,Aktif,S2,Baik Sekali,23,7,0,7,167,1:7.26
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,47201,Kimia,Aktif,S1,Unggul,38,20,0,20,423,1:11.13
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,47101,Kimia,Aktif,S2,Unggul,25,5,0,5,23,1:0.92
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,61201,Manajemen,Aktif,S1,Unggul,79,37,4,41,1351,1:17.1
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,61102,Manajemen,Aktif,S2,B,31,7,0,7,241,1:7.77
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,26105,Manajemen Rekayasa,Aktif,S2,Baik Sekali,32,6,0,6,141,1:4.41
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54242,Manajemen Sumber Daya Perairan,Aktif,S1,Unggul,31,18,0,18,280,1:9.03
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,44201,Matematika,Aktif,S1,Unggul,25,13,1,14,287,1:11.48
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54240,Nutrisi dan Teknologi Pakan Ternak,Aktif,S1,Terakreditasi Sementara,17,6,0,6,25,1:1.47
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,38201,Oseanografi,Aktif,S1,Baik Sekali,40,9,1,10,182,1:4.55
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,87209,Pendidikan Akuntansi,Aktif,S1,Baik Sekali,27,9,0,9,437,1:16.19
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,88201,Pendidikan Bahasa Dan Sastra Indonesia,Aktif,S1,Unggul,26,15,0,15,594,1:22.85
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,88101,Pendidikan Bahasa Dan Sastra Indonesia,Aktif,S2,Baik Sekali,15,7,0,7,22,1:1.47
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,88203,Pendidikan Bahasa Inggris,Aktif,S1,Unggul,37,27,0,27,708,1:19.14
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,84205,Pendidikan Biologi,Aktif,S1,Unggul,30,22,0,22,493,1:16.43
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,87203,Pendidikan Ekonomi,Aktif,S1,Baik Sekali,26,14,1,15,552,1:21.23
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,84203,Pendidikan Fisika,Aktif,S1,Baik Sekali,46,12,0,12,491,1:10.67
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,87272,Pendidikan Geografi,Aktif,S1,Unggul,27,13,1,14,553,1:20.48
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,86207,Pendidikan Guru Pendidikan Anak Usia Dini,Aktif,S1,Unggul,14,12,1,13,517,1:36.93
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,86206,Pendidikan Guru Sekolah Dasar,Aktif,S1,Baik Sekali,36,21,0,21,712,1:19.78
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,87120,Pendidikan Ilmu Pengetahuan Sosial,Aktif,S2,Unggul,19,7,0,7,58,1:3.05
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,84101,Pendidikan IPA,Aktif,S2,Baik Sekali,44,6,0,6,94,1:2.14
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,85201,"Pendidikan Jasmani, Kesehatan Dan Rekreasi",Aktif,S1,Baik,26,12,3,15,591,1:22.73
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,84204,Pendidikan Kimia,Aktif,S1,Baik Sekali,39,19,0,19,441,1:11.31
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,84202,Pendidikan Matematika,Aktif,S1,Unggul,40,19,0,19,549,1:13.72
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,84102,Pendidikan Matematika,Aktif,S2,Baik Sekali,21,6,0,6,50,1:2.38
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,87205,Pendidikan Pancasila Dan Kewarganegaraan,Aktif,S1,Unggul,28,15,1,16,431,1:15.39
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,48901,Pendidikan Profesi Apoteker,Aktif,Profesi,Unggul,0,7,0,7,540,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,86904,Pendidikan Profesi Guru,Aktif,Profesi,B,0,5,0,5,3225,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,14901,Pendidikan Profesi Ners,Aktif,Profesi,Baik,0,5,0,5,0,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,87201,Pendidikan Sejarah,Aktif,S1,B,31,11,1,12,512,1:16.52
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,88109,Pendidikan Seni,Aktif,S2,B,19,5,0,5,17,1:0.89
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,85209,Pendidikan Vokasional Teknik,Tutup,S1,Baik,0,0,0,0,10,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,85211,Pendidikan Vokasional Teknik Elektronika,Aktif,S1,Baik,27,6,0,6,329,1:12.19
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54203,Penyuluhan Pertanian,Aktif,S1,Baik Sekali,47,25,0,25,419,1:8.91
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,95103,Perencanaan Dan Pengembangan Wilayah,Aktif,S2,B,40,5,0,5,111,1:2.77
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54343,Perikanan Tangkap,Aktif,S1,Baik Sekali,38,7,0,7,92,1:2.42
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,71202,Perpustakaan dan Ilmu Informasi,Aktif,S1,Baik,0,8,0,8,564,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,71401,Perpustakaan dan Kearsipan,Tutup,D3,-,0,0,0,0,0,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54131,Peternakan,Aktif,S2,B,16,5,0,5,16,1:1
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54231,Peternakan,Aktif,S1,Baik Sekali,48,29,3,32,835,1:17.4
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,86209,PJJ Pendidikan Guru Sekolah Dasar,Tutup,S1,-,0,0,0,0,0,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,11901,Profesi Dokter,Aktif,Profesi,Baik Sekali,0,7,0,7,306,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,54295,Proteksi Tanaman,Aktif,S1,Unggul,46,17,0,17,239,1:5.2
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,73201,Psikologi,Aktif,S1,Baik,27,12,1,13,420,1:15.56
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,88271,PSKGJ Pendidikan Bahasa dan Sastra Indonesia dan Daerah,Tutup,S1,-,0,0,0,0,0,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,87273,PSKGJ Pendidikan Ekonomi,Tutup,S1,-,0,0,0,0,0,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,84273,PSKGJ Pendidikan Fisika,Tutup,S1,-,0,0,0,0,0,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,86276,PSKGJ Pendidikan Guru Sekolah Dasar(PGSD),Tutup,S1,-,0,0,0,0,0,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,84272,PSKGJ Pendidikan Matematika,Tutup,S1,-,0,0,0,0,0,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,87275,PSKGJ Pendidikan Pancasila dan Kewarganegaraan,Tutup,S1,-,0,0,0,0,0,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,87271,PSKGJ Pendidikan Sejarah,Tutup,S1,-,0,0,0,0,0,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,79201,Sastra Indonesia,Aktif,S1,B,32,14,0,14,630,1:19.69
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,79202,Sastra Indonesia,Tutup,S1,-,0,9,1,10,0,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,79213,Sastra Inggris,Aktif,S1,B,38,22,0,22,747,1:19.66
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,79205,Sastra Prancis,Aktif,S1,B,18,8,0,8,59,1:3.28
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,63412,Sekretari,Tutup,D3,-,0,0,0,0,0,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,69201,Sosiologi,Aktif,S1,Unggul,0,18,0,18,605,-
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,49401,Statistika,Aktif,D3,Baik Sekali,20,6,0,6,199,1:9.95
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,49201,Statistika,Aktif,S1,Baik Sekali,31,11,1,12,359,1:11.58
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,23401,Teknik Arsitektur,Aktif,D3,Baik Sekali,44,8,1,9,294,1:6.68
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,20201,Teknik Elektro,Aktif,S1,Unggul,46,17,0,17,589,1:12.8
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,20401,Teknik Elektronika,Aktif,D3,Baik Sekali,31,7,0,7,328,1:10.58
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,33201,Teknik Geofisika,Aktif,S1,Baik Sekali,25,13,1,14,342,1:13.68
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,34201,Teknik Geologi,Aktif,S1,Baik Sekali,33,12,0,12,551,1:16.7
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,55201,Teknik Informatika,Aktif,S1,Baik Sekali,39,15,1,16,561,1:14.38
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,38202,Teknik Kelautan,Aktif,S1,Baik Sekali,58,10,0,10,439,1:7.57
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,21201,Teknik Mesin,Aktif,S1,Baik Sekali,28,13,0,13,396,1:14.14
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,21401,Teknik Mesin,Aktif,D3,Baik Sekali,25,6,0,6,278,1:11.12
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,31201,Teknik Pertambangan,Aktif,S1,Baik,32,18,0,18,649,1:20.28
Universitas Halu Oleo,-,Jenjang,"1
dari
26",Ganjil 2025,22104,Teknik Rekayasa Infrastruktur dan Lingkungan,Aktif,S1,Baik Sekali,64,9,0,9,401,1:6.27
